#{"t_start": 1707951265.1999075, "env_id": "None"}
r,l,t
-43.00967,490,2373.663834
-43.00967,490,2373.663845
-43.00967,490,2373.663856
-43.00967,490,2373.663867
-43.00967,490,2373.663877
-43.00967,490,2373.663888
-43.00967,490,2373.663898
-43.00967,490,2373.663909
-43.00967,490,2373.66392
-43.00967,490,2373.663931
-43.00967,490,2373.663941
-43.00967,490,2373.663951
-43.00967,490,2373.663962
-43.00967,490,2522.578651
-43.00967,490,2522.578743
-43.00967,490,2522.578759
-43.00967,490,2522.578772
-43.00967,490,2522.578784
-43.00967,490,2522.578795
-43.00967,490,2522.578807
-43.00967,490,2522.578817
-43.00967,490,2522.578828
-43.00967,490,2522.57884
-43.00967,490,2522.578851
-43.00967,490,2522.578862
-43.00967,490,2522.578874
-43.00967,490,2522.578887
-43.00967,490,2522.578897
-43.00967,490,2522.578908
-43.00967,490,2522.578919
-43.00967,490,2522.57893
-43.00967,490,2522.57894
-43.00967,490,2522.578951
-43.00967,490,2522.578963
-43.00967,490,2522.578975
-43.00967,490,2522.578985
-43.00967,490,2522.578996
-43.00967,490,2522.579006
-43.00967,490,2522.579016
-43.00967,490,2522.579027
-43.00967,490,2522.579039
-43.00967,490,2522.57905
-43.00967,490,2522.579061
-43.00967,490,2522.579077
-43.00967,490,2522.579088
-43.00967,490,2522.579099
-43.00967,490,2522.579113
-43.00967,490,2522.579125
-43.00967,490,2522.579137
-43.00967,490,2522.579148
-43.00967,490,2522.57916
-43.00967,490,2522.579171
-43.00967,490,2522.579183
-43.00967,490,2522.579194
-43.00967,490,2522.579205
-43.00967,490,2522.579215
-43.00967,490,2522.579226
-43.00967,490,2522.579237
-43.00967,490,2522.579247
-43.00967,490,2522.57926
-43.00967,490,2522.579271
-43.00967,490,2522.579282
-43.00967,490,2522.579293
-43.00967,490,2522.579303
-43.00967,490,2522.579314
-43.00967,490,2522.579325
-43.00967,490,2522.579336
-43.00967,490,2522.579365
-43.00967,490,2522.579376
-43.00967,490,2522.579387
-43.00967,490,2522.579399
-43.00967,490,2522.579409
-43.00967,490,2522.579419
-43.00967,490,2522.57943
-43.00967,490,2522.579441
-43.00967,490,2522.579451
-43.00967,490,2522.579462
-43.00967,490,2671.695154
-43.00967,490,2671.695242
-43.00967,490,2671.695258
-43.00967,490,2671.695271
-43.00967,490,2671.695282
-43.00967,490,2671.695294
-43.00967,490,2671.695305
-43.00967,490,2671.695316
-43.00967,490,2671.695327
-43.00967,490,2671.695337
-43.00967,490,2671.695348
-43.00967,490,2671.695359
-43.00967,490,2671.69537
-43.00967,490,2671.69538
-43.00967,490,2671.695391
-43.00967,490,2671.695402
-43.00967,490,2671.695413
-43.00967,490,2671.695424
-43.00967,490,2671.695435
-43.00967,490,2671.695445
-43.00967,490,2671.695456
-43.00967,490,2671.695467
-43.00967,490,2671.695477
-43.00967,490,2671.695488
-43.00967,490,2671.695499
-43.00967,490,2671.695509
-43.00967,490,2671.695521
-43.00967,490,2671.695531
-43.00967,490,2671.695541
-43.00967,490,2671.695552
-43.00967,490,2671.695562
-43.00967,490,2671.695573
-43.00967,490,2671.695584
-43.00967,490,2671.695595
-43.00967,490,2671.695606
-43.00967,490,2671.695616
-43.00967,490,2671.695627
-43.00967,490,2671.695637
-43.00967,490,2671.695648
-43.00967,490,2671.695659
-43.00967,490,2671.695669
-43.00967,490,2671.69568
-43.00967,490,2671.695691
-43.00967,490,2671.695702
-43.00967,490,2671.695712
-43.00967,490,2671.695722
-43.00967,490,2671.695733
-43.00967,490,2671.695743
-43.00967,490,2671.695754
-43.00967,490,2671.695765
-43.00967,490,2671.695775
-43.00967,490,2671.695786
-43.00967,490,2671.695796
-43.00967,490,2671.695806
-43.00967,490,2671.695817
-43.00967,490,2671.695827
-43.00967,490,2671.695838
-43.00967,490,2671.695848
-43.00967,490,2671.695858
-43.00967,490,2671.695869
-43.00967,490,2671.69588
-43.00967,490,2671.69589
-43.00967,490,2671.695901
-43.00967,490,2671.695912
-43.00967,490,2820.893124
-43.00967,490,2820.893214
-43.00967,490,2820.893231
-43.00967,490,2820.893245
-43.00967,490,2820.893259
-43.00967,490,2820.893272
-43.00967,490,2820.893284
-43.00967,490,2820.893295
-43.00967,490,2820.893306
-43.00967,490,2820.893317
-43.00967,490,2820.893328
-43.00967,490,2820.893339
-43.00967,490,2820.89335
-43.00967,490,2820.893362
-43.00967,490,2820.893373
-43.00967,490,2820.893384
-43.00967,490,2820.893397
-43.00967,490,2820.893407
-43.00967,490,2820.893418
-43.00967,490,2820.893429
-43.00967,490,2820.89344
-43.00967,490,2820.893451
-43.00967,490,2820.893461
-43.00967,490,2820.893472
-43.00967,490,2820.893484
-43.00967,490,2820.893495
-43.00967,490,2820.893506
-43.00967,490,2820.893516
-43.00967,490,2820.893527
-43.00967,490,2820.893538
-43.00967,490,2820.893549
-43.00967,490,2820.89356
-43.00967,490,2820.893572
-43.00967,490,2820.893583
-43.00967,490,2820.893593
-43.00967,490,2820.893604
-43.00967,490,2820.893615
-43.00967,490,2820.893625
-43.00967,490,2820.893636
-43.00967,490,2820.893647
-43.00967,490,2820.893659
-43.00967,490,2820.893669
-43.00967,490,2820.89368
-43.00967,490,2820.89369
-43.00967,490,2820.8937
-43.00967,490,2820.893711
-43.00967,490,2820.893722
-43.00967,490,2820.893733
-43.00967,490,2820.893745
-43.00967,490,2820.893755
-43.00967,490,2820.893766
-43.00967,490,2820.893777
-43.00967,490,2820.893787
-43.00967,490,2820.893798
-43.00967,490,2820.893808
-43.00967,490,2820.893819
-43.00967,490,2820.893829
-43.00967,490,2820.893841
-43.00967,490,2820.893852
-43.00967,490,2820.893862
-43.00967,490,2820.893872
-43.00967,490,2820.893882
-43.00967,490,2820.893893
-43.00967,490,2820.893904
-43.00967,490,2970.407365
-43.00967,490,2970.407454
-43.00967,490,2970.40747
-43.00967,490,2970.407483
-43.00967,490,2970.407495
-43.00967,490,2970.407506
-43.00967,490,2970.407517
-43.00967,490,2970.407528
-43.00967,490,2970.40754
-43.00967,490,2970.407552
-43.00967,490,2970.407562
-43.00967,490,2970.407573
-43.00967,490,2970.407585
-43.00967,490,2970.407597
-43.00967,490,2970.407628
-43.00967,490,2970.40764
-43.00967,490,2970.407651
-43.00967,490,2970.407662
-43.00967,490,2970.407674
-43.00967,490,2970.407685
-43.00967,490,2970.407696
-43.00967,490,2970.407707
-43.00967,490,2970.407717
-43.00967,490,2970.407728
-43.00967,490,2970.40774
-43.00967,490,2970.407751
-43.00967,490,2970.407761
-43.00967,490,2970.407772
-43.00967,490,2970.407783
-43.00967,490,2970.407793
-43.00967,490,2970.407804
-43.00967,490,2970.407815
-43.00967,490,2970.407826
-43.00967,490,2970.407837
-43.00967,490,2970.407848
-43.00967,490,2970.407859
-43.00967,490,2970.40787
-43.00967,490,2970.407882
-43.00967,490,2970.407893
-43.00967,490,2970.407904
-43.00967,490,2970.407915
-43.00967,490,2970.407926
-43.00967,490,2970.407936
-43.00967,490,2970.407947
-43.00967,490,2970.407958
-43.00967,490,2970.407969
-43.00967,490,2970.407979
-43.00967,490,2970.40799
-43.00967,490,2970.408
-43.00967,490,2970.408011
-43.00967,490,2970.408024
-43.00967,490,2970.408037
-43.00967,490,2970.408048
-43.00967,490,2970.408059
-43.00967,490,2970.408074
-43.00967,490,2970.408085
-43.00967,490,2970.408095
-43.00967,490,2970.408107
-43.00967,490,2970.408118
-43.00967,490,2970.408128
-43.00967,490,2970.408139
-43.00967,490,2970.40815
-43.00967,490,2970.40816
-43.00967,490,2970.408171
-43.00967,490,3119.578389
-43.00967,490,3119.578484
-43.00967,490,3119.578501
-43.00967,490,3119.578514
-43.00967,490,3119.578525
-43.00967,490,3119.578536
-43.00967,490,3119.578547
-43.00967,490,3119.578557
-43.00967,490,3119.578568
-43.00967,490,3119.578578
-43.00967,490,3119.578589
-43.00967,490,3119.578601
-43.00967,490,3119.578612
-43.00967,490,3119.578624
-43.00967,490,3119.578635
-43.00967,490,3119.578646
-43.00967,490,3119.578656
-43.00967,490,3119.578667
-43.00967,490,3119.578678
-43.00967,490,3119.578689
-43.00967,490,3119.578701
-43.00967,490,3119.578711
-43.00967,490,3119.578722
-43.00967,490,3119.578732
-43.00967,490,3119.578743
-43.00967,490,3119.578753
-43.00967,490,3119.578765
-43.00967,490,3119.578776
-43.00967,490,3119.578786
-43.00967,490,3119.578796
-43.00967,490,3119.578807
-43.00967,490,3119.578818
-43.00967,490,3119.578828
-43.00967,490,3119.57884
-43.00967,490,3119.578851
-43.00967,490,3119.578862
-43.00967,490,3119.578873
-43.00967,490,3119.578883
-43.00967,490,3119.578894
-43.00967,490,3119.578906
-43.00967,490,3119.578917
-43.00967,490,3119.578928
-43.00967,490,3119.578938
-43.00967,490,3119.578949
-43.00967,490,3119.578959
-43.00967,490,3119.57897
-43.00967,490,3119.578982
-43.00967,490,3119.578993
-43.00967,490,3119.579003
-43.00967,490,3119.579014
-43.00967,490,3119.579025
-43.00967,490,3119.579035
-43.00967,490,3119.579047
-43.00967,490,3119.579057
-43.00967,490,3119.579075
-43.00967,490,3119.579086
-43.00967,490,3119.579097
-43.00967,490,3119.579107
-43.00967,490,3119.579119
-43.00967,490,3119.57913
-43.00967,490,3119.579143
-43.00967,490,3119.579154
-43.00967,490,3119.579166
-43.00967,490,3119.579179
-43.00967,490,3268.676807
-43.00967,490,3268.6769
-43.00967,490,3268.676917
-43.00967,490,3268.67693
-43.00967,490,3268.676942
-43.00967,490,3268.676954
-43.00967,490,3268.676965
-43.00967,490,3268.676977
-43.00967,490,3268.676988
-43.00967,490,3268.676999
-43.00967,490,3268.677011
-43.00967,490,3268.677021
-43.00967,490,3268.677032
-43.00967,490,3268.677045
-43.00967,490,3268.677055
-43.00967,490,3268.67707
-43.00967,490,3268.677082
-43.00967,490,3268.677093
-43.00967,490,3268.677104
-43.00967,490,3268.677114
-43.00967,490,3268.677126
-43.00967,490,3268.677138
-43.00967,490,3268.677148
-43.00967,490,3268.67716
-43.00967,490,3268.677171
-43.00967,490,3268.677182
-43.00967,490,3268.677192
-43.00967,490,3268.677203
-43.00967,490,3268.677215
-43.00967,490,3268.677226
-43.00967,490,3268.677236
-43.00967,490,3268.677247
-43.00967,490,3268.677258
-43.00967,490,3268.677268
-43.00967,490,3268.677278
-43.00967,490,3268.677289
-43.00967,490,3268.677301
-43.00967,490,3268.677312
-43.00967,490,3268.677323
-43.00967,490,3268.677353
-43.00967,490,3268.677366
-43.00967,490,3268.677377
-43.00967,490,3268.677389
-43.00967,490,3268.677401
-43.00967,490,3268.677412
-43.00967,490,3268.677423
-43.00967,490,3268.677434
-43.00967,490,3268.677445
-43.00967,490,3268.677455
-43.00967,490,3268.677466
-43.00967,490,3268.677479
-43.00967,490,3268.67749
-43.00967,490,3268.6775
-43.00967,490,3268.677511
-43.00967,490,3268.677522
-43.00967,490,3268.677533
-43.00967,490,3268.677544
-43.00967,490,3268.677555
-43.00967,490,3268.677567
-43.00967,490,3268.677578
-43.00967,490,3268.677588
-43.00967,490,3268.677599
-43.00967,490,3268.67761
-43.00967,490,3268.677621
-43.00967,490,3418.042376
-43.00967,490,3418.042466
-43.00967,490,3418.042483
-43.00967,490,3418.042495
-43.00967,490,3418.042507
-43.00967,490,3418.042518
-43.00967,490,3418.042529
-43.00967,490,3418.04254
-43.00967,490,3418.042551
-43.00967,490,3418.042562
-43.00967,490,3418.042572
-43.00967,490,3418.042584
-43.00967,490,3418.042596
-43.00967,490,3418.042608
-43.00967,490,3418.042622
-43.00967,490,3418.042632
-43.00967,490,3418.042643
-43.00967,490,3418.042654
-43.00967,490,3418.042665
-43.00967,490,3418.042675
-43.00967,490,3418.042685
-43.00967,490,3418.042696
-43.00967,490,3418.042707
-43.00967,490,3418.042718
-43.00967,490,3418.042729
-43.00967,490,3418.042739
-43.00967,490,3418.04275
-43.00967,490,3418.04276
-43.00967,490,3418.042771
-43.00967,490,3418.042782
-43.00967,490,3418.042794
-43.00967,490,3418.042805
-43.00967,490,3418.042815
-43.00967,490,3418.042826
-43.00967,490,3418.042836
-43.00967,490,3418.042847
-43.00967,490,3418.042858
-43.00967,490,3418.042869
-43.00967,490,3418.042881
-43.00967,490,3418.042891
-43.00967,490,3418.042902
-43.00967,490,3418.042912
-43.00967,490,3418.042923
-43.00967,490,3418.042933
-43.00967,490,3418.042944
-43.00967,490,3418.042955
-43.00967,490,3418.042967
-43.00967,490,3418.042978
-43.00967,490,3418.042988
-43.00967,490,3418.042999
-43.00967,490,3418.04301
-43.00967,490,3418.04302
-43.00967,490,3418.043031
-43.00967,490,3418.043041
-43.00967,490,3418.043053
-43.00967,490,3418.043064
-43.00967,490,3418.043081
-43.00967,490,3418.043092
-43.00967,490,3418.043103
-43.00967,490,3418.043113
-43.00967,490,3418.043123
-43.00967,490,3418.043134
-43.00967,490,3418.043146
-43.00967,490,3418.043157
-43.00967,490,3567.260988
-43.00967,490,3567.261086
-43.00967,490,3567.261103
-43.00967,490,3567.261116
-43.00967,490,3567.261127
-43.00967,490,3567.261138
-43.00967,490,3567.261149
-43.00967,490,3567.26116
-43.00967,490,3567.261171
-43.00967,490,3567.261182
-43.00967,490,3567.261193
-43.00967,490,3567.261203
-43.00967,490,3567.261214
-43.00967,490,3567.261225
-43.00967,490,3567.261236
-43.00967,490,3567.261248
-43.00967,490,3567.261259
-43.00967,490,3567.26127
-43.00967,490,3567.26128
-43.00967,490,3567.261291
-43.00967,490,3567.261302
-43.00967,490,3567.261314
-43.00967,490,3567.261325
-43.00967,490,3567.261336
-43.00967,490,3567.261347
-43.00967,490,3567.261357
-43.00967,490,3567.261368
-43.00967,490,3567.261378
-43.00967,490,3567.26139
-43.00967,490,3567.261401
-43.00967,490,3567.261411
-43.00967,490,3567.261422
-43.00967,490,3567.261432
-43.00967,490,3567.261443
-43.00967,490,3567.261454
-43.00967,490,3567.261466
-43.00967,490,3567.261477
-43.00967,490,3567.261488
-43.00967,490,3567.261498
-43.00967,490,3567.261509
-43.00967,490,3567.26152
-43.00967,490,3567.261531
-43.00967,490,3567.261542
-43.00967,490,3567.261552
-43.00967,490,3567.261563
-43.00967,490,3567.261573
-43.00967,490,3567.261584
-43.00967,490,3567.261595
-43.00967,490,3567.261607
-43.00967,490,3567.261617
-43.00967,490,3567.261628
-43.00967,490,3567.261638
-43.00967,490,3567.261648
-43.00967,490,3567.261659
-43.00967,490,3567.261671
-43.00967,490,3567.261681
-43.00967,490,3567.261692
-43.00967,490,3567.261702
-43.00967,490,3567.261713
-43.00967,490,3567.261723
-43.00967,490,3567.261734
-43.00967,490,3567.261745
-43.00967,490,3567.261756
-43.00967,490,3567.261784
-43.00967,490,3716.324419
-43.00967,490,3716.32451
-43.00967,490,3716.324526
-43.00967,490,3716.324539
-43.00967,490,3716.324551
-43.00967,490,3716.324562
-43.00967,490,3716.324573
-43.00967,490,3716.324584
-43.00967,490,3716.324595
-43.00967,490,3716.324606
-43.00967,490,3716.324617
-43.00967,490,3716.324628
-43.00967,490,3716.324639
-43.00967,490,3716.32465
-43.00967,490,3716.324661
-43.00967,490,3716.324671
-43.00967,490,3716.324682
-43.00967,490,3716.324693
-43.00967,490,3716.324703
-43.00967,490,3716.324714
-43.00967,490,3716.324725
-43.00967,490,3716.324736
-43.00967,490,3716.324746
-43.00967,490,3716.324757
-43.00967,490,3716.324768
-43.00967,490,3716.32478
-43.00967,490,3716.324791
-43.00967,490,3716.324804
-43.00967,490,3716.324816
-43.00967,490,3716.324826
-43.00967,490,3716.324837
-43.00967,490,3716.324848
-43.00967,490,3716.324858
-43.00967,490,3716.324869
-43.00967,490,3716.32488
-43.00967,490,3716.32489
-43.00967,490,3716.324901
-43.00967,490,3716.324912
-43.00967,490,3716.324923
-43.00967,490,3716.324934
-43.00967,490,3716.324945
-43.00967,490,3716.324955
-43.00967,490,3716.324966
-43.00967,490,3716.324977
-43.00967,490,3716.324987
-43.00967,490,3716.324998
-43.00967,490,3716.325008
-43.00967,490,3716.325019
-43.00967,490,3716.325029
-43.00967,490,3716.32504
-43.00967,490,3716.32505
-43.00967,490,3716.325061
-43.00967,490,3716.325077
-43.00967,490,3716.325089
-43.00967,490,3716.325099
-43.00967,490,3716.325109
-43.00967,490,3716.32512
-43.00967,490,3716.32513
-43.00967,490,3716.325141
-43.00967,490,3716.325152
-43.00967,490,3716.325163
-43.00967,490,3716.325174
-43.00967,490,3716.325185
-43.00967,490,3716.325195
-43.00967,490,3865.566668
-43.00967,490,3865.56676
-43.00967,490,3865.566776
-43.00967,490,3865.566789
-43.00967,490,3865.566801
-43.00967,490,3865.566813
-43.00967,490,3865.566824
-43.00967,490,3865.566835
-43.00967,490,3865.566846
-43.00967,490,3865.566857
-43.00967,490,3865.566868
-43.00967,490,3865.566878
-43.00967,490,3865.566889
-43.00967,490,3865.566899
-43.00967,490,3865.566911
-43.00967,490,3865.566921
-43.00967,490,3865.566932
-43.00967,490,3865.566944
-43.00967,490,3865.566954
-43.00967,490,3865.566964
-43.00967,490,3865.566974
-43.00967,490,3865.566987
-43.00967,490,3865.566997
-43.00967,490,3865.567007
-43.00967,490,3865.567018
-43.00967,490,3865.567028
-43.00967,490,3865.567039
-43.00967,490,3865.567051
-43.00967,490,3865.567064
-43.00967,490,3865.567081
-43.00967,490,3865.567091
-43.00967,490,3865.567102
-43.00967,490,3865.567112
-43.00967,490,3865.567123
-43.00967,490,3865.567134
-43.00967,490,3865.567146
-43.00967,490,3865.567156
-43.00967,490,3865.567167
-43.00967,490,3865.567178
-43.00967,490,3865.567188
-43.00967,490,3865.567199
-43.00967,490,3865.56721
-43.00967,490,3865.567221
-43.00967,490,3865.567232
-43.00967,490,3865.567243
-43.00967,490,3865.567253
-43.00967,490,3865.567264
-43.00967,490,3865.567274
-43.00967,490,3865.567286
-43.00967,490,3865.567297
-43.00967,490,3865.567307
-43.00967,490,3865.567318
-43.00967,490,3865.567328
-43.00967,490,3865.567339
-43.00967,490,3865.567351
-43.00967,490,3865.567361
-43.00967,490,3865.567372
-43.00967,490,3865.567382
-43.00967,490,3865.567392
-43.00967,490,3865.567403
-43.00967,490,3865.567413
-43.00967,490,3865.567425
-43.00967,490,3865.567435
-43.00967,490,3865.567446
-43.00967,490,4014.944272
-43.00967,490,4014.944364
-43.00967,490,4014.944381
-43.00967,490,4014.944393
-43.00967,490,4014.944405
-43.00967,490,4014.944416
-43.00967,490,4014.944427
-43.00967,490,4014.944438
-43.00967,490,4014.94445
-43.00967,490,4014.944461
-43.00967,490,4014.944472
-43.00967,490,4014.944483
-43.00967,490,4014.944495
-43.00967,490,4014.944507
-43.00967,490,4014.944518
-43.00967,490,4014.944529
-43.00967,490,4014.94454
-43.00967,490,4014.944551
-43.00967,490,4014.944561
-43.00967,490,4014.944572
-43.00967,490,4014.944583
-43.00967,490,4014.944595
-43.00967,490,4014.944606
-43.00967,490,4014.944633
-43.00967,490,4014.944646
-43.00967,490,4014.944657
-43.00967,490,4014.944667
-43.00967,490,4014.944679
-43.00967,490,4014.94469
-43.00967,490,4014.9447
-43.00967,490,4014.94471
-43.00967,490,4014.944721
-43.00967,490,4014.944732
-43.00967,490,4014.944742
-43.00967,490,4014.944753
-43.00967,490,4014.944764
-43.00967,490,4014.944776
-43.00967,490,4014.944786
-43.00967,490,4014.944797
-43.00967,490,4014.944808
-43.00967,490,4014.944819
-43.00967,490,4014.94483
-43.00967,490,4014.944841
-43.00967,490,4014.944852
-43.00967,490,4014.944864
-43.00967,490,4014.944875
-43.00967,490,4014.944885
-43.00967,490,4014.944896
-43.00967,490,4014.944906
-43.00967,490,4014.944917
-43.00967,490,4014.944927
-43.00967,490,4014.944938
-43.00967,490,4014.94495
-43.00967,490,4014.944961
-43.00967,490,4014.944971
-43.00967,490,4014.944982
-43.00967,490,4014.944992
-43.00967,490,4014.945003
-43.00967,490,4014.945014
-43.00967,490,4014.945025
-43.00967,490,4014.945037
-43.00967,490,4014.945047
-43.00967,490,4014.945058
-43.00967,490,4014.945073
-43.00967,490,4164.476853
-43.00967,490,4164.476947
-43.00967,490,4164.476964
-43.00967,490,4164.476977
-43.00967,490,4164.476989
-43.00967,490,4164.477
-43.00967,490,4164.477012
-43.00967,490,4164.477023
-43.00967,490,4164.477033
-43.00967,490,4164.477045
-43.00967,490,4164.477057
-43.00967,490,4164.477072
-43.00967,490,4164.477084
-43.00967,490,4164.477094
-43.00967,490,4164.477105
-43.00967,490,4164.477117
-43.00967,490,4164.477129
-43.00967,490,4164.477139
-43.00967,490,4164.47715
-43.00967,490,4164.477161
-43.00967,490,4164.477171
-43.00967,490,4164.477184
-43.00967,490,4164.477194
-43.00967,490,4164.477205
-43.00967,490,4164.477217
-43.00967,490,4164.477228
-43.00967,490,4164.477238
-43.00967,490,4164.477249
-43.00967,490,4164.47726
-43.00967,490,4164.47727
-43.00967,490,4164.477281
-43.00967,490,4164.477291
-43.00967,490,4164.477303
-43.00967,490,4164.477314
-43.00967,490,4164.477324
-43.00967,490,4164.477335
-43.00967,490,4164.477345
-43.00967,490,4164.477356
-43.00967,490,4164.477367
-43.00967,490,4164.477378
-43.00967,490,4164.477389
-43.00967,490,4164.477402
-43.00967,490,4164.477412
-43.00967,490,4164.477423
-43.00967,490,4164.477433
-43.00967,490,4164.477444
-43.00967,490,4164.477455
-43.00967,490,4164.477467
-43.00967,490,4164.477478
-43.00967,490,4164.477489
-43.00967,490,4164.4775
-43.00967,490,4164.477511
-43.00967,490,4164.477521
-43.00967,490,4164.477532
-43.00967,490,4164.477543
-43.00967,490,4164.477554
-43.00967,490,4164.477565
-43.00967,490,4164.477576
-43.00967,490,4164.477587
-43.00967,490,4164.477597
-43.00967,490,4164.477608
-43.00967,490,4164.477619
-43.00967,490,4164.477629
-43.00967,490,4164.47764
-43.00967,490,4314.047146
-43.00967,490,4314.047238
-43.00967,490,4314.047255
-43.00967,490,4314.047267
-43.00967,490,4314.047279
-43.00967,490,4314.047292
-43.00967,490,4314.047304
-43.00967,490,4314.047317
-43.00967,490,4314.047328
-43.00967,490,4314.047339
-43.00967,490,4314.047349
-43.00967,490,4314.04736
-43.00967,490,4314.047371
-43.00967,490,4314.047382
-43.00967,490,4314.047393
-43.00967,490,4314.047404
-43.00967,490,4314.047414
-43.00967,490,4314.047425
-43.00967,490,4314.047436
-43.00967,490,4314.047446
-43.00967,490,4314.047457
-43.00967,490,4314.047468
-43.00967,490,4314.047479
-43.00967,490,4314.047489
-43.00967,490,4314.0475
-43.00967,490,4314.047511
-43.00967,490,4314.047522
-43.00967,490,4314.047532
-43.00967,490,4314.047543
-43.00967,490,4314.047554
-43.00967,490,4314.047565
-43.00967,490,4314.047576
-43.00967,490,4314.047586
-43.00967,490,4314.047597
-43.00967,490,4314.047608
-43.00967,490,4314.047618
-43.00967,490,4314.047629
-43.00967,490,4314.04764
-43.00967,490,4314.047651
-43.00967,490,4314.047662
-43.00967,490,4314.047673
-43.00967,490,4314.047684
-43.00967,490,4314.047694
-43.00967,490,4314.047705
-43.00967,490,4314.047716
-43.00967,490,4314.047727
-43.00967,490,4314.047737
-43.00967,490,4314.047762
-43.00967,490,4314.047775
-43.00967,490,4314.047786
-43.00967,490,4314.047797
-43.00967,490,4314.047807
-43.00967,490,4314.047818
-43.00967,490,4314.047829
-43.00967,490,4314.04784
-43.00967,490,4314.04785
-43.00967,490,4314.047861
-43.00967,490,4314.047871
-43.00967,490,4314.047882
-43.00967,490,4314.047892
-43.00967,490,4314.047902
-43.00967,490,4314.047913
-43.00967,490,4314.047924
-43.00967,490,4314.047934
-43.00967,490,4463.326216
-43.00967,490,4463.32631
-43.00967,490,4463.326327
-43.00967,490,4463.326339
-43.00967,490,4463.32635
-43.00967,490,4463.326362
-43.00967,490,4463.326373
-43.00967,490,4463.326385
-43.00967,490,4463.326396
-43.00967,490,4463.326407
-43.00967,490,4463.326418
-43.00967,490,4463.326429
-43.00967,490,4463.326441
-43.00967,490,4463.326452
-43.00967,490,4463.326464
-43.00967,490,4463.326474
-43.00967,490,4463.326485
-43.00967,490,4463.326497
-43.00967,490,4463.326508
-43.00967,490,4463.326518
-43.00967,490,4463.326529
-43.00967,490,4463.326541
-43.00967,490,4463.326552
-43.00967,490,4463.326563
-43.00967,490,4463.326574
-43.00967,490,4463.326584
-43.00967,490,4463.326596
-43.00967,490,4463.326608
-43.00967,490,4463.326619
-43.00967,490,4463.326629
-43.00967,490,4463.326641
-43.00967,490,4463.326652
-43.00967,490,4463.326663
-43.00967,490,4463.326674
-43.00967,490,4463.326686
-43.00967,490,4463.326696
-43.00967,490,4463.326707
-43.00967,490,4463.326718
-43.00967,490,4463.326729
-43.00967,490,4463.32674
-43.00967,490,4463.326751
-43.00967,490,4463.326763
-43.00967,490,4463.326773
-43.00967,490,4463.326784
-43.00967,490,4463.326794
-43.00967,490,4463.326806
-43.00967,490,4463.326816
-43.00967,490,4463.326826
-43.00967,490,4463.326838
-43.00967,490,4463.326848
-43.00967,490,4463.326859
-43.00967,490,4463.326869
-43.00967,490,4463.32688
-43.00967,490,4463.326891
-43.00967,490,4463.326902
-43.00967,490,4463.326913
-43.00967,490,4463.326924
-43.00967,490,4463.326934
-43.00967,490,4463.326945
-43.00967,490,4463.326956
-43.00967,490,4463.326966
-43.00967,490,4463.326978
-43.00967,490,4463.326989
-43.00967,490,4463.326999
-43.00967,490,4612.956323
-43.00967,490,4612.95642
-43.00967,490,4612.956438
-43.00967,490,4612.956451
-43.00967,490,4612.956463
-43.00967,490,4612.956475
-43.00967,490,4612.956486
-43.00967,490,4612.956497
-43.00967,490,4612.956508
-43.00967,490,4612.95652
-43.00967,490,4612.956531
-43.00967,490,4612.956542
-43.00967,490,4612.956553
-43.00967,490,4612.956564
-43.00967,490,4612.956576
-43.00967,490,4612.956587
-43.00967,490,4612.956597
-43.00967,490,4612.956608
-43.00967,490,4612.956619
-43.00967,490,4612.95663
-43.00967,490,4612.956641
-43.00967,490,4612.956652
-43.00967,490,4612.956663
-43.00967,490,4612.956673
-43.00967,490,4612.956684
-43.00967,490,4612.956694
-43.00967,490,4612.956705
-43.00967,490,4612.956715
-43.00967,490,4612.956726
-43.00967,490,4612.956737
-43.00967,490,4612.956747
-43.00967,490,4612.956758
-43.00967,490,4612.956769
-43.00967,490,4612.95678
-43.00967,490,4612.956791
-43.00967,490,4612.956801
-43.00967,490,4612.956812
-43.00967,490,4612.956823
-43.00967,490,4612.956833
-43.00967,490,4612.956845
-43.00967,490,4612.956855
-43.00967,490,4612.956867
-43.00967,490,4612.956877
-43.00967,490,4612.956887
-43.00967,490,4612.956898
-43.00967,490,4612.956909
-43.00967,490,4612.95692
-43.00967,490,4612.95693
-43.00967,490,4612.956941
-43.00967,490,4612.956951
-43.00967,490,4612.956962
-43.00967,490,4612.956972
-43.00967,490,4612.956983
-43.00967,490,4612.956994
-43.00967,490,4612.957004
-43.00967,490,4612.957015
-43.00967,490,4612.957026
-43.00967,490,4612.957036
-43.00967,490,4612.957046
-43.00967,490,4612.957057
-43.00967,490,4612.957074
-43.00967,490,4612.957085
-43.00967,490,4612.957096
-43.00967,490,4612.957107
